transaction_id,user_id,amount,currency,payment_method,merchant_id,timestamp,status,country,device_id,ip_id,failed_attempts,account_age_days,hour,is_suspicious,user_txn_count_1h,risk_reason,dataset_split
TXN00198,52,185955.09,INR,NETBANKING,M004,2026-03-16 07:58:00,SUCCESS,SG,D108,IP051,0,871,19,1,0,unusually_high_amount,test
TXN00199,58,331.48,INR,CARD,M006,2026-02-09 11:32:00,SUCCESS,IN,D024,IP155,0,563,11,0,0,normal,test
TXN00200,54,918.02,INR,UPI,M005,2026-03-08 14:59:00,SUCCESS,SG,D052,IP114,0,1467,6,0,0,normal,train
TXN00201,40,42535.96,INR,UPI,M004,2026-01-21 13:09:00,SUCCESS,SG,D047,IP036,0,230,18,1,0,unusual_country,train
TXN00202,72,394.61,INR,WALLET,M007,2026-02-17 23:29:00,SUCCESS,IN,D019,IP051,0,379,11,0,0,normal,test
TXN00203,16,119102.13,INR,CARD,M008,2026-02-05 08:24:00,SUCCESS,IN,D091,IP065,0,1449,8,1,0,unusually_high_amount,train
TXN00204,22,280.84,INR,CARD,M007,2026-03-12 17:34:00,SUCCESS,IN,D085,IP027,0,153,10,0,0,normal,train
TXN00205,47,760.51,INR,NETBANKING,M006,2026-01-22 03:41:00,SUCCESS,IN,D034,IP044,0,351,8,0,0,normal,train
TXN00206,38,648.1,INR,CARD,M002,2026-02-09 19:51:00,SUCCESS,IN,D145,IP191,0,512,6,1,0,new_device_pattern,train
TXN00207,57,9280.75,INR,CARD,M003,2026-01-03 11:07:00,SUCCESS,IN,D008,IP168,2,1142,16,1,0,behavioral_anomaly,train
TXN00208,70,172.26,INR,NETBANKING,M007,2026-01-08 15:17:00,SUCCESS,IN,D110,IP091,0,1430,18,0,0,normal,train
TXN00209,57,89.93,INR,UPI,M001,2026-03-31 09:20:00,SUCCESS,IN,D055,IP103,0,1167,20,0,0,normal,train
TXN00210,9,232917.04,INR,CARD,M007,2026-01-29 14:59:00,SUCCESS,US,D120,IP121,1,1575,8,1,0,unusually_high_amount,train
TXN00211,11,412.11,INR,WALLET,M004,2026-01-20 17:20:00,SUCCESS,IN,D052,IP063,0,1117,11,0,0,normal,train
TXN00212,14,137.65,INR,WALLET,M007,2026-01-18 14:32:00,SUCCESS,IN,D049,IP011,0,1506,17,0,0,normal,train
TXN00213,60,817.98,INR,NETBANKING,M002,2026-02-08 03:46:00,SUCCESS,IN,D093,IP026,0,1798,19,0,0,normal,train
TXN00214,19,276.96,INR,UPI,M001,2026-03-12 03:42:00,SUCCESS,SG,D052,IP178,0,795,19,0,0,normal,train
TXN00215,49,441.55,INR,UPI,M007,2026-03-21 19:11:00,SUCCESS,US,D082,IP001,0,673,22,0,0,normal,train
TXN00216,4,1088.13,INR,NETBANKING,M007,2026-02-03 18:31:00,SUCCESS,IN,D011,IP026,0,729,8,0,0,normal,test
TXN00217,19,212.99,INR,UPI,M002,2026-01-13 10:00:00,SUCCESS,IN,D089,IP156,0,1337,17,0,0,normal,train
TXN00218,79,626.03,INR,NETBANKING,M001,2026-01-10 03:13:00,SUCCESS,IN,D030,IP179,0,1321,22,0,0,normal,test
TXN00219,34,3740.9,INR,UPI,M004,2026-02-18 19:55:00,SUCCESS,IN,D029,IP053,1,404,21,1,0,behavioral_anomaly,train
TXN00220,65,11942.57,INR,UPI,M003,2026-01-21 13:19:00,SUCCESS,IN,D017,IP005,2,1700,21,1,0,behavioral_anomaly,train
TXN00221,33,568.5,INR,UPI,M007,2026-02-05 16:17:00,SUCCESS,IN,D095,IP116,0,314,9,0,0,normal,train
TXN00222,74,1042.15,INR,UPI,M005,2026-02-26 00:51:00,SUCCESS,US,D007,IP155,0,1565,7,0,0,normal,train
TXN00223,44,440.2,INR,WALLET,M007,2026-01-18 04:34:00,SUCCESS,US,D013,IP132,0,130,20,0,0,normal,train
TXN00224,43,113243.72,INR,CARD,M005,2026-02-15 14:12:00,SUCCESS,US,D035,IP077,0,238,11,1,0,unusually_high_amount,train
TXN00225,54,1071.86,INR,NETBANKING,M005,2026-01-27 09:19:00,SUCCESS,IN,D116,IP165,0,1400,18,0,0,normal,train
TXN00226,55,373.41,INR,NETBANKING,M004,2026-03-30 21:50:00,SUCCESS,IN,D116,IP002,1,1307,8,0,0,normal,test
TXN00227,32,412.82,INR,WALLET,M003,2026-01-10 02:13:00,SUCCESS,IN,D027,IP017,0,1119,20,0,0,normal,train
TXN00228,23,264.01,INR,WALLET,M004,2026-01-31 15:36:00,SUCCESS,IN,D107,IP141,0,563,9,0,0,normal,train
TXN00229,19,586.04,INR,UPI,M005,2026-02-24 19:44:00,SUCCESS,US,D055,IP040,0,596,15,0,0,normal,test
TXN00230,40,275.99,INR,NETBANKING,M007,2026-01-05 21:54:00,SUCCESS,IN,D004,IP152,2,731,20,0,0,normal,train
TXN00231,29,21627.29,INR,CARD,M006,2026-02-07 04:35:00,SUCCESS,GB,D089,IP160,4,999,15,1,0,many_failed_attempts,test
TXN00232,63,2646.4,INR,UPI,M003,2026-03-09 07:01:00,SUCCESS,IN,D116,IP080,0,1286,12,0,0,normal,train
TXN00233,75,1857.86,INR,CARD,M005,2026-01-06 13:34:00,SUCCESS,IN,D038,IP037,1,1511,19,0,0,normal,train
TXN00234,28,721.07,INR,WALLET,M002,2026-01-16 13:19:00,SUCCESS,IN,D109,IP123,0,1661,20,0,0,normal,train
TXN00235,24,977.98,INR,UPI,M002,2026-02-17 20:18:00,SUCCESS,IN,D008,IP179,0,83,8,0,0,normal,test
TXN00236,67,299.78,INR,CARD,M004,2026-03-06 11:32:00,SUCCESS,IN,D106,IP056,0,1160,21,0,0,normal,train
TXN00237,34,885.34,INR,UPI,M004,2026-03-10 07:19:00,SUCCESS,IN,D051,IP144,0,776,8,0,0,normal,test
TXN00238,20,651.93,INR,CARD,M006,2026-01-29 00:33:00,SUCCESS,IN,D103,IP159,0,167,9,0,0,normal,train
TXN00239,61,249.41,INR,UPI,M002,2026-01-26 22:36:00,SUCCESS,AE,D119,IP103,0,630,15,0,0,normal,train
TXN00240,50,2442.39,INR,UPI,M003,2026-01-07 23:59:00,SUCCESS,IN,D084,IP112,0,1224,16,0,0,normal,train
TXN00241,61,400.13,INR,UPI,M004,2026-03-18 10:08:00,SUCCESS,IN,D159,IP213,0,1394,10,1,0,new_device_pattern,train
TXN00242,67,317.81,INR,UPI,M005,2026-02-14 14:18:00,SUCCESS,IN,D060,IP015,2,1126,21,0,0,normal,test
TXN00243,77,192.28,INR,UPI,M005,2026-01-31 11:20:00,SUCCESS,IN,D050,IP093,0,940,21,0,0,normal,train
TXN00244,40,1107.28,INR,UPI,M005,2026-01-01 09:13:00,SUCCESS,SG,D022,IP077,0,413,15,0,0,normal,train
TXN00245,52,355.82,INR,UPI,M004,2026-03-29 08:17:00,SUCCESS,IN,D026,IP103,0,216,21,0,0,normal,train
TXN00246,14,432.78,INR,CARD,M003,2026-03-23 20:30:00,SUCCESS,IN,D164,IP208,0,1374,10,1,0,new_device_pattern,train
TXN00247,76,12664.64,INR,WALLET,M005,2026-03-03 17:35:00,SUCCESS,AE,D097,IP041,0,649,10,1,0,unusual_country,train
TXN00248,22,315.26,INR,WALLET,M001,2026-03-26 07:08:00,SUCCESS,SG,D064,IP062,1,1161,12,0,0,normal,train
TXN00249,26,723.01,INR,UPI,M002,2026-03-25 01:43:00,SUCCESS,US,D113,IP080,3,824,22,0,0,normal,test
TXN00250,73,780.91,INR,UPI,M006,2026-02-27 15:12:00,SUCCESS,IN,D124,IP188,0,1022,15,1,0,new_device_pattern,train
TXN00251,34,1351.15,INR,UPI,M004,2026-03-31 00:27:00,SUCCESS,IN,D064,IP023,0,972,20,0,0,normal,train
TXN00252,36,96.71,INR,CARD,M002,2026-03-01 08:41:00,SUCCESS,IN,D003,IP176,0,589,10,0,0,normal,train
TXN00253,72,738.1,INR,CARD,M003,2026-02-17 00:55:00,SUCCESS,IN,D097,IP004,1,211,8,0,0,normal,train
TXN00254,49,729.03,INR,UPI,M004,2026-01-17 09:47:00,SUCCESS,IN,D097,IP113,0,1610,15,0,0,normal,test
TXN00255,48,337.62,INR,UPI,M008,2026-03-28 16:54:00,SUCCESS,IN,D097,IP119,0,377,16,0,0,normal,train
TXN00256,77,14020.45,INR,UPI,M007,2026-02-02 00:46:00,SUCCESS,IN,D044,IP134,3,427,7,1,0,behavioral_anomaly,train
TXN00257,39,185487.62,INR,NETBANKING,M006,2026-01-21 06:39:00,SUCCESS,IN,D030,IP110,0,954,19,1,0,unusually_high_amount,train
TXN00258,57,961.39,INR,CARD,M006,2026-02-11 06:34:00,SUCCESS,IN,D030,IP033,0,105,15,0,0,normal,test
TXN00259,13,318.15,INR,NETBANKING,M004,2026-01-28 15:49:00,SUCCESS,US,D053,IP037,2,972,6,0,0,normal,train
TXN00260,74,186.67,INR,CARD,M006,2026-02-19 20:41:00,SUCCESS,IN,D117,IP036,3,1633,9,0,0,normal,train
TXN00261,64,50.01,INR,CARD,M001,2026-03-01 23:21:00,SUCCESS,IN,D058,IP076,0,918,8,0,0,normal,train
TXN00262,60,196.31,INR,NETBANKING,M005,2026-03-29 14:01:00,SUCCESS,IN,D057,IP131,0,932,21,0,0,normal,train
TXN00263,11,9619.78,INR,UPI,M006,2026-01-10 03:28:00,SUCCESS,IN,D088,IP084,3,952,18,1,0,behavioral_anomaly,train
TXN00264,18,1485.0,INR,NETBANKING,M007,2026-01-24 13:03:00,SUCCESS,IN,D030,IP107,2,1125,8,0,0,normal,train
TXN00265,8,86.9,INR,UPI,M006,2026-02-07 16:43:00,SUCCESS,IN,D081,IP122,0,578,7,0,0,normal,test
TXN00266,39,465.13,INR,UPI,M001,2026-02-10 12:12:00,SUCCESS,IN,D144,IP208,1,950,6,1,0,new_device_pattern,train
TXN00267,65,45415.15,INR,NETBANKING,M008,2026-01-18 04:06:00,SUCCESS,SG,D083,IP089,0,509,8,1,0,unusual_country,train
TXN00268,56,110119.35,INR,NETBANKING,M002,2026-01-26 12:00:00,SUCCESS,IN,D053,IP125,0,763,10,1,0,unusually_high_amount,test
TXN00269,35,214452.02,INR,CARD,M001,2026-01-31 13:20:00,SUCCESS,IN,D092,IP020,0,830,10,1,0,unusually_high_amount,test
TXN00270,37,506.73,INR,UPI,M007,2026-02-16 16:41:00,SUCCESS,US,D064,IP037,0,1080,16,0,0,normal,train
TXN00271,61,35208.53,INR,NETBANKING,M003,2026-01-23 13:46:00,SUCCESS,GB,D101,IP170,0,1764,16,1,0,unusual_country,train
TXN00272,62,598.25,INR,CARD,M003,2026-02-10 09:03:00,SUCCESS,US,D112,IP177,0,1766,12,0,0,normal,train
TXN00273,77,538.56,INR,WALLET,M005,2026-02-16 10:53:00,SUCCESS,IN,D023,IP003,0,212,20,0,0,normal,train
TXN00274,26,77711.46,INR,CARD,M001,2026-01-25 06:08:00,SUCCESS,SG,D016,IP038,2,121,22,1,0,unusually_high_amount,train
TXN00275,64,271.72,INR,WALLET,M005,2026-03-21 14:43:00,SUCCESS,IN,D088,IP091,3,1753,10,0,0,normal,train
TXN00276,41,164.0,INR,UPI,M004,2026-03-30 05:17:00,SUCCESS,IN,D103,IP156,0,720,21,0,0,normal,test
TXN00277,19,90051.89,INR,CARD,M002,2026-02-15 23:01:00,SUCCESS,IN,D068,IP037,0,848,9,1,0,unusually_high_amount,train
TXN00278,54,556.1,INR,UPI,M003,2026-03-19 01:39:00,SUCCESS,IN,D087,IP083,0,855,7,0,0,normal,train
TXN00279,5,647.71,INR,UPI,M005,2026-03-28 01:29:00,SUCCESS,AE,D089,IP008,0,1009,8,0,0,normal,train
TXN00280,20,586.89,INR,WALLET,M002,2026-03-31 16:27:00,SUCCESS,US,D073,IP028,0,1287,17,0,0,normal,train
TXN00281,40,547.11,INR,CARD,M003,2026-01-07 22:38:00,SUCCESS,IN,D094,IP033,0,645,6,0,0,normal,train
TXN00282,75,384.91,INR,UPI,M007,2026-01-26 11:24:00,SUCCESS,IN,D029,IP061,0,514,11,0,0,normal,train
TXN00283,22,434.48,INR,UPI,M002,2026-01-21 16:03:00,SUCCESS,IN,D042,IP060,0,1099,6,0,0,normal,test
TXN00284,17,240698.52,INR,NETBANKING,M001,2026-03-11 23:42:00,SUCCESS,SG,D061,IP144,0,971,6,1,0,unusually_high_amount,train
TXN00285,6,714.84,INR,UPI,M007,2026-01-07 11:01:00,SUCCESS,GB,D015,IP139,0,1382,11,0,0,normal,train
TXN00286,75,114.88,INR,CARD,M001,2026-03-11 15:36:00,SUCCESS,SG,D012,IP050,0,1191,17,0,0,normal,train
TXN00287,60,1274.95,INR,UPI,M007,2026-03-01 15:56:00,SUCCESS,GB,D091,IP050,0,1537,6,0,0,normal,train
TXN00288,36,57774.36,INR,UPI,M001,2026-02-08 16:05:00,SUCCESS,IN,D106,IP034,6,508,21,1,0,many_failed_attempts,test
TXN00289,61,2712.06,INR,UPI,M003,2026-02-25 02:06:00,SUCCESS,IN,D045,IP091,2,1387,11,1,0,behavioral_anomaly,train
TXN00290,46,11309.3,INR,UPI,M006,2026-03-17 18:22:00,SUCCESS,US,D117,IP002,1,1418,15,1,0,unusual_country,test
TXN00291,14,537.38,INR,NETBANKING,M002,2026-03-26 22:32:00,SUCCESS,IN,D037,IP106,0,323,21,0,0,normal,train
TXN00292,10,599.25,INR,UPI,M003,2026-02-16 10:26:00,SUCCESS,IN,D072,IP033,0,1474,14,0,0,normal,train
TXN00293,24,6837.02,INR,WALLET,M003,2026-01-12 04:30:00,SUCCESS,IN,D032,IP162,2,491,11,1,0,behavioral_anomaly,train
TXN00294,48,741.08,INR,UPI,M006,2026-03-20 20:40:00,SUCCESS,IN,D013,IP130,0,1799,11,0,0,normal,train
TXN00295,21,701.87,INR,UPI,M004,2026-01-30 16:37:00,SUCCESS,IN,D071,IP168,2,639,11,0,0,normal,test
TXN00296,29,198.7,INR,UPI,M005,2026-01-07 09:03:00,SUCCESS,IN,D108,IP155,0,478,16,0,0,normal,train
TXN00297,48,93784.75,INR,CARD,M001,2026-02-06 12:47:00,SUCCESS,IN,D054,IP017,2,1603,18,1,0,unusually_high_amount,train
TXN00298,71,406.93,INR,UPI,M007,2026-02-03 12:46:00,SUCCESS,IN,D065,IP085,0,555,13,0,0,normal,train
TXN00299,44,507.63,INR,UPI,M003,2026-03-04 16:24:00,SUCCESS,IN,D037,IP113,0,462,11,0,0,normal,test
TXN00300,43,54579.28,INR,CARD,M003,2026-03-13 18:19:00,SUCCESS,AE,D116,IP054,1,953,21,1,0,unusual_country,train
TXN00301,29,321.94,INR,WALLET,M001,2026-01-04 01:07:00,SUCCESS,IN,D097,IP083,0,815,15,0,0,normal,train
TXN00302,11,7285.78,INR,CARD,M007,2026-03-10 05:52:00,SUCCESS,IN,D105,IP108,1,1143,13,1,0,behavioral_anomaly,train
TXN00303,48,195.44,INR,CARD,M007,2026-02-14 06:52:00,SUCCESS,IN,D086,IP039,1,1358,17,0,0,normal,train
TXN00304,34,110074.44,INR,CARD,M003,2026-03-11 02:41:00,SUCCESS,IN,D025,IP125,1,195,18,1,0,unusually_high_amount,train
TXN00305,7,354.7,INR,CARD,M002,2026-03-04 19:17:00,SUCCESS,SG,D071,IP110,0,1103,11,0,0,normal,train
TXN00306,4,136.1,INR,UPI,M008,2026-02-12 18:44:00,SUCCESS,IN,D088,IP178,0,1709,9,0,0,normal,train
TXN00307,20,968.1,INR,CARD,M004,2026-02-25 22:24:00,SUCCESS,IN,D068,IP078,0,1150,21,0,1,normal,train
TXN00308,80,247.5,INR,UPI,M007,2026-03-11 02:24:00,SUCCESS,IN,D043,IP027,0,538,7,0,0,normal,train
TXN00309,66,316.84,INR,UPI,M004,2026-02-06 02:20:00,SUCCESS,IN,D140,IP202,0,548,10,1,0,new_device_pattern,train
TXN00310,79,6767.41,INR,CARD,M004,2026-03-16 17:48:00,SUCCESS,IN,D060,IP150,1,1057,11,1,0,behavioral_anomaly,train
TXN00311,25,628.87,INR,NETBANKING,M002,2026-01-30 13:40:00,SUCCESS,IN,D166,IP210,0,1186,7,1,0,new_device_pattern,test
TXN00312,14,1049.54,INR,UPI,M001,2026-03-17 12:44:00,SUCCESS,IN,D087,IP001,1,147,18,0,0,normal,test
TXN00313,7,354.39,INR,NETBANKING,M001,2026-01-26 23:40:00,SUCCESS,IN,D089,IP043,0,1389,13,0,0,normal,train
TXN00314,64,1903.66,INR,WALLET,M004,2026-02-13 07:43:00,SUCCESS,IN,D019,IP103,0,1500,10,0,0,normal,train
TXN00315,8,646.83,INR,UPI,M008,2026-01-25 04:01:00,SUCCESS,IN,D100,IP076,0,649,14,0,0,normal,train
TXN00316,37,1145.2,INR,UPI,M007,2026-02-24 12:34:00,SUCCESS,IN,D044,IP008,1,295,9,0,0,normal,train
TXN00317,46,215778.17,INR,NETBANKING,M002,2026-01-27 22:15:00,SUCCESS,US,D053,IP028,0,230,6,1,0,unusually_high_amount,test
TXN00318,61,3553.1,INR,CARD,M001,2026-02-02 15:52:00,SUCCESS,IN,D009,IP153,0,1078,20,0,0,normal,train
TXN00319,45,118109.08,INR,NETBANKING,M001,2026-02-25 09:35:00,SUCCESS,SG,D048,IP035,0,721,15,1,0,unusually_high_amount,train
TXN00320,48,710.66,INR,NETBANKING,M004,2026-01-28 02:24:00,SUCCESS,IN,D097,IP037,0,467,18,0,0,normal,train
TXN00321,70,1448.82,INR,WALLET,M003,2026-02-01 16:42:00,SUCCESS,IN,D060,IP076,0,1655,14,0,0,normal,train
TXN00322,9,1032.3,INR,UPI,M007,2026-03-11 05:05:00,SUCCESS,IN,D112,IP138,0,249,18,0,0,normal,train
TXN00323,68,341.71,INR,UPI,M001,2026-01-06 15:43:00,SUCCESS,IN,D007,IP125,0,493,18,0,0,normal,train
TXN00324,67,806.54,INR,UPI,M008,2026-03-02 02:59:00,SUCCESS,IN,D084,IP035,0,1723,9,0,0,normal,test
TXN00325,34,431.06,INR,UPI,M004,2026-03-17 18:20:00,SUCCESS,SG,D153,IP230,0,627,14,1,0,new_device_pattern,train
TXN00326,46,320.08,INR,CARD,M007,2026-02-28 01:44:00,SUCCESS,IN,D071,IP063,0,1193,9,0,0,normal,train
TXN00327,23,232.89,INR,UPI,M007,2026-01-31 02:57:00,SUCCESS,IN,D102,IP095,1,1012,17,0,0,normal,test
TXN00328,8,1453.54,INR,CARD,M008,2026-01-31 19:21:00,SUCCESS,IN,D100,IP069,0,1080,11,0,0,normal,train
TXN00329,59,10975.31,INR,CARD,M004,2026-02-04 03:43:00,SUCCESS,IN,D032,IP067,1,1415,8,1,0,behavioral_anomaly,train
TXN00330,16,2164.97,INR,CARD,M008,2026-03-15 17:58:00,SUCCESS,AE,D029,IP171,0,217,6,0,0,normal,test
TXN00331,69,371.68,INR,UPI,M004,2026-01-18 15:47:00,SUCCESS,US,D111,IP110,2,361,12,0,0,normal,train
TXN00332,5,404.52,INR,CARD,M008,2026-02-15 04:58:00,SUCCESS,GB,D067,IP116,0,404,17,0,0,normal,train
TXN00333,16,316.22,INR,NETBANKING,M001,2026-03-01 15:21:00,SUCCESS,AE,D086,IP050,0,1090,21,0,0,normal,train
TXN00334,75,27129.51,INR,UPI,M006,2026-01-22 06:42:00,SUCCESS,IN,D051,IP157,5,241,17,1,0,many_failed_attempts,train
TXN00335,26,397.04,INR,CARD,M007,2026-03-15 01:33:00,SUCCESS,IN,D120,IP039,0,735,15,0,0,normal,train
TXN00336,30,451.28,INR,UPI,M008,2026-02-27 03:34:00,SUCCESS,AE,D110,IP009,1,1627,10,0,0,normal,test
TXN00337,44,522.58,INR,UPI,M005,2026-01-14 05:30:00,SUCCESS,IN,D005,IP173,0,339,19,0,0,normal,train
TXN00338,31,413.55,INR,CARD,M001,2026-02-17 19:29:00,SUCCESS,IN,D053,IP094,0,631,8,0,0,normal,train
TXN00339,71,821.79,INR,UPI,M004,2026-01-11 03:35:00,SUCCESS,IN,D113,IP053,0,459,14,0,0,normal,test
TXN00340,52,86.11,INR,CARD,M008,2026-01-04 02:56:00,SUCCESS,IN,D004,IP043,0,494,20,0,0,normal,test
TXN00341,66,888.53,INR,CARD,M005,2026-03-07 16:15:00,SUCCESS,IN,D082,IP109,0,873,6,0,0,normal,train
TXN00342,8,524.35,INR,UPI,M006,2026-02-19 09:38:00,SUCCESS,SG,D067,IP116,1,1359,12,0,0,normal,train
TXN00343,13,379.39,INR,UPI,M005,2026-02-02 06:46:00,SUCCESS,GB,D017,IP167,0,537,20,0,0,normal,train
TXN00344,7,743.82,INR,UPI,M007,2026-02-06 13:07:00,SUCCESS,IN,D041,IP037,0,323,7,0,0,normal,test
TXN00345,69,145233.58,INR,NETBANKING,M007,2026-02-03 15:41:00,SUCCESS,IN,D099,IP054,1,907,7,1,0,unusually_high_amount,test
TXN00346,33,12258.85,INR,UPI,M007,2026-01-04 04:12:00,SUCCESS,AE,D081,IP095,2,838,14,1,0,unusual_country,train
TXN00347,9,3184.71,INR,CARD,M002,2026-02-17 20:29:00,SUCCESS,IN,D007,IP064,3,1660,19,1,0,behavioral_anomaly,train
TXN00348,40,596.92,INR,UPI,M003,2026-03-23 12:38:00,SUCCESS,IN,D024,IP068,1,1553,21,0,0,normal,test
TXN00349,29,1207.27,INR,WALLET,M008,2026-02-01 10:13:00,SUCCESS,IN,D109,IP103,0,1293,15,0,0,normal,train
TXN00350,28,633.98,INR,UPI,M005,2026-02-17 05:18:00,SUCCESS,IN,D060,IP150,0,1601,17,0,0,normal,test
TXN00351,15,216.41,INR,NETBANKING,M004,2026-03-31 14:39:00,SUCCESS,IN,D046,IP036,0,1492,18,0,0,normal,train
TXN00352,46,629.65,INR,NETBANKING,M003,2026-03-18 12:06:00,SUCCESS,IN,D088,IP167,0,1443,8,0,0,normal,train
TXN00353,6,634.2,INR,CARD,M008,2026-02-07 03:41:00,SUCCESS,US,D009,IP082,2,399,12,0,0,normal,train
TXN00354,46,971.38,INR,NETBANKING,M006,2026-02-14 13:52:00,SUCCESS,IN,D048,IP165,0,727,9,0,0,normal,train
TXN00355,46,384.76,INR,CARD,M007,2026-01-27 00:01:00,SUCCESS,IN,D047,IP085,0,1033,13,0,0,normal,train
TXN00356,32,110.76,INR,CARD,M001,2026-02-01 01:22:00,SUCCESS,IN,D057,IP142,0,1477,7,0,0,normal,train
TXN00357,53,1412.36,INR,CARD,M007,2026-03-09 03:24:00,SUCCESS,IN,D080,IP052,0,667,10,0,0,normal,train
TXN00358,54,431.89,INR,WALLET,M004,2026-03-21 01:40:00,SUCCESS,IN,D046,IP011,3,1580,14,0,0,normal,train
TXN00359,15,1102.76,INR,UPI,M002,2026-01-03 13:31:00,SUCCESS,IN,D113,IP157,0,1221,15,0,0,normal,test
TXN00360,32,215.5,INR,UPI,M005,2026-02-28 04:27:00,SUCCESS,IN,D108,IP056,0,437,15,0,0,normal,train
TXN00361,65,63617.18,INR,UPI,M008,2026-02-17 16:02:00,SUCCESS,GB,D004,IP155,0,619,14,1,0,unusually_high_amount,test
TXN00362,80,545.18,INR,CARD,M008,2026-01-16 10:44:00,SUCCESS,IN,D097,IP046,0,658,13,0,0,normal,train
TXN00363,21,324.76,INR,UPI,M006,2026-01-19 03:15:00,SUCCESS,IN,D063,IP161,0,1282,11,0,0,normal,test
TXN00364,45,1308.95,INR,UPI,M007,2026-02-22 02:38:00,SUCCESS,IN,D022,IP011,0,967,7,0,0,normal,train
TXN00365,80,626.72,INR,CARD,M001,2026-03-12 00:46:00,SUCCESS,IN,D104,IP065,0,343,9,0,0,normal,train
TXN00366,15,119.42,INR,UPI,M001,2026-03-21 17:17:00,SUCCESS,IN,D156,IP197,0,1512,15,1,0,new_device_pattern,train
TXN00367,33,1273.28,INR,CARD,M007,2026-02-25 12:34:00,SUCCESS,IN,D069,IP095,0,1359,21,0,0,normal,train
TXN00368,9,73946.27,INR,WALLET,M005,2026-03-31 12:33:00,SUCCESS,AE,D054,IP016,1,1225,19,1,0,unusually_high_amount,train
TXN00369,23,409.52,INR,UPI,M002,2026-02-20 06:11:00,SUCCESS,GB,D027,IP136,0,1191,17,0,0,normal,train
TXN00370,42,486.0,INR,UPI,M007,2026-01-20 19:55:00,SUCCESS,IN,D013,IP017,0,1158,11,0,0,normal,train
TXN00371,61,287.43,INR,WALLET,M006,2026-02-11 16:02:00,SUCCESS,IN,D055,IP070,1,1285,7,0,0,normal,test
TXN00372,60,167.93,INR,CARD,M005,2026-03-11 16:03:00,SUCCESS,US,D076,IP154,0,655,18,0,0,normal,test
TXN00373,27,1266.55,INR,CARD,M008,2026-02-21 18:20:00,SUCCESS,IN,D073,IP022,0,1162,11,0,0,normal,train
TXN00374,59,977.05,INR,UPI,M002,2026-01-03 21:06:00,SUCCESS,IN,D105,IP038,0,1257,13,0,0,normal,train
TXN00375,39,12533.79,INR,UPI,M005,2026-02-25 04:54:00,SUCCESS,IN,D014,IP167,3,1224,17,1,0,behavioral_anomaly,train
TXN00376,5,264.85,INR,CARD,M001,2026-03-08 14:31:00,SUCCESS,SG,D056,IP045,0,419,14,0,0,normal,train
TXN00377,11,828.23,INR,NETBANKING,M002,2026-02-14 19:37:00,SUCCESS,IN,D091,IP124,0,1717,17,0,0,normal,train
TXN00378,22,109361.67,INR,NETBANKING,M004,2026-01-20 04:21:00,SUCCESS,IN,D052,IP098,0,805,18,1,0,unusually_high_amount,test
TXN00379,30,991.76,INR,CARD,M005,2026-01-29 09:36:00,SUCCESS,IN,D087,IP068,0,520,13,0,0,normal,train
TXN00380,66,1352.48,INR,WALLET,M004,2026-02-11 13:03:00,SUCCESS,IN,D080,IP173,0,794,6,0,0,normal,test
TXN00381,79,367.55,INR,UPI,M004,2026-02-28 22:55:00,SUCCESS,IN,D050,IP075,0,1521,12,0,0,normal,test
TXN00382,45,234.71,INR,CARD,M008,2026-01-11 23:55:00,SUCCESS,IN,D055,IP004,0,65,21,0,0,normal,train
TXN00383,71,339.23,INR,CARD,M002,2026-01-29 15:36:00,SUCCESS,IN,D065,IP001,0,374,7,0,0,normal,train
TXN00384,44,784.19,INR,UPI,M004,2026-01-12 18:00:00,SUCCESS,IN,D003,IP089,0,1696,18,0,0,normal,train
TXN00385,16,1775.1,INR,CARD,M002,2026-02-06 15:54:00,SUCCESS,IN,D066,IP178,0,723,22,0,0,normal,train
TXN00386,17,27892.83,INR,UPI,M004,2026-02-04 10:54:00,SUCCESS,GB,D112,IP056,3,294,14,1,0,unusual_country,train
TXN00387,54,1014.4,INR,NETBANKING,M006,2026-02-16 20:10:00,SUCCESS,IN,D048,IP103,0,1574,8,0,0,normal,test
TXN00388,43,247312.11,INR,NETBANKING,M007,2026-03-06 03:08:00,SUCCESS,IN,D030,IP046,0,1542,10,1,0,unusually_high_amount,train
TXN00389,63,425.91,INR,CARD,M008,2026-02-07 09:24:00,SUCCESS,IN,D073,IP011,0,481,17,0,0,normal,train
TXN00390,48,4423.33,INR,CARD,M005,2026-03-02 08:21:00,SUCCESS,IN,D025,IP165,1,1026,21,0,0,normal,test
TXN00391,63,268.24,INR,UPI,M004,2026-01-13 02:37:00,SUCCESS,IN,D142,IP216,3,1505,9,1,0,new_device_pattern,train
TXN00392,66,239.02,INR,UPI,M002,2026-03-21 02:38:00,SUCCESS,IN,D039,IP097,2,1443,17,0,0,normal,train
TXN00393,75,654.35,INR,NETBANKING,M002,2026-02-17 12:42:00,SUCCESS,IN,D096,IP094,0,1248,8,0,0,normal,train
TXN00394,1,11092.51,INR,UPI,M006,2026-01-30 04:10:00,SUCCESS,SG,D072,IP021,2,485,11,1,0,unusual_country,train
TXN00395,68,155.26,INR,UPI,M003,2026-03-26 11:22:00,SUCCESS,IN,D163,IP183,0,492,21,1,0,new_device_pattern,train
TXN00396,41,181.39,INR,CARD,M002,2026-01-26 08:56:00,SUCCESS,IN,D086,IP111,0,1578,20,0,0,normal,train
